student_id,task_id,true_skill_score,time_to_first_attempt,total_attempts,compile_count,error_count,hint_count,repeated_error_count,solution_correctness,test_cases_passed,time_to_solution,code_changes
S038,T019,45.0,78.7,7,7,7,4,7,0.2246,2,775.02,13
S038,T020,41.0,57.42,6,6,6,3,4,0.4287,4,540.51,11
S038,T021,41.0,64.5,5,7,6,3,5,0.3325,4,633.36,10
S038,T022,41.0,70.78,5,6,8,4,6,0.294,4,671.79,12
S038,T023,41.0,75.52,6,7,8,4,8,0.2065,3,805.33,12
S038,T024,41.0,68.77,6,7,8,4,7,0.2394,2,791.92,11
S038,T025,41.0,62.02,6,7,6,3,4,0.3415,3,675.27,11
S038,T026,57.0,42.49,3,3,5,2,2,0.5731,5,414.7,7
S038,T027,57.0,49.02,5,5,5,3,3,0.4788,5,512.53,9
S038,T028,57.0,57.27,5,7,6,2,4,0.4713,5,537.7,9
S038,T029,57.0,64.6,5,6,7,3,5,0.3416,2,705.4,11
S038,T030,57.0,59.77,5,7,7,4,6,0.3344,3,708.0,11
S039,T001,55.0,50.04,4,5,5,2,3,0.5336,6,464.3,8
S039,T002,55.0,55.99,4,4,5,3,3,0.4319,3,601.14,8
S039,T003,55.0,57.57,6,7,6,3,5,0.365,3,643.1,11
S039,T004,47.0,56.22,4,5,5,2,3,0.465,4,499.53,7
S039,T005,47.0,64.52,5,5,6,3,4,0.3539,4,642.58,10
S039,T006,45.0,61.25,6,8,6,3,4,0.4212,5,538.7,10
S039,T007,45.0,64.5,5,6,6,3,5,0.3475,3,670.61,10
S039,T008,85.0,28.48,3,3,3,2,0,0.7442,8,311.38,6
S039,T009,57.0,44.36,3,5,4,2,2,0.5998,7,394.05,7
S039,T010,57.0,49.74,5,5,5,3,3,0.4725,5,512.73,10
S039,T011,55.0,47.24,5,7,4,2,2,0.5473,6,432.07,9
S039,T012,55.0,46.89,5,6,5,3,3,0.4859,5,510.52,9
S039,T013,55.0,68.35,6,7,7,3,6,0.3278,4,726.86,12
S039,T014,47.0,53.55,4,4,5,2,3,0.4761,5,515.96,8
S039,T015,47.0,55.09,5,6,7,3,5,0.4064,4,624.04,11
S039,T016,47.0,71.87,5,6,6,3,6,0.2918,2,753.23,9
S039,T017,45.0,55.23,4,5,6,3,4,0.4451,4,526.38,8
S039,T018,45.0,62.13,7,9,7,3,6,0.3268,4,691.35,12
S039,T019,45.0,78.03,6,7,7,4,6,0.2304,2,760.14,11
S039,T020,85.0,25.14,3,5,1,1,1,0.8152,8,200.44,5
S039,T021,85.0,25.87,3,4,2,1,1,0.732,7,318.94,5
S039,T022,85.0,31.53,3,3,4,1,2,0.7131,6,313.3,7
S039,T023,85.0,31.21,4,6,2,1,1,0.6872,6,395.71,6
S039,T024,85.0,34.67,3,4,2,1,0,0.6827,6,413.79,4
S039,T025,85.0,32.95,3,5,3,1,1,0.7532,9,275.34,5
S039,T026,57.0,39.72,5,7,4,2,2,0.5681,6,415.73,8
S039,T027,57.0,57.57,5,7,6,3,4,0.4558,4,556.82,10
S039,T028,57.0,54.84,4,6,4,2,2,0.4944,4,496.04,7
S039,T029,57.0,64.3,5,6,7,3,5,0.3827,3,670.26,10
S039,T030,57.0,63.4,5,5,7,3,5,0.3829,3,683.31,11
S040,T001,82.0,19.46,2,3,1,1,0,0.8468,9,187.92,3
S040,T002,82.0,33.68,2,4,2,2,1,0.7162,7,332.13,5
S040,T003,82.0,46.0,4,5,5,2,2,0.5949,5,490.13,9
S040,T004,63.0,36.06,3,5,3,2,1,0.6241,6,372.52,6
S040,T005,63.0,52.46,4,4,6,2,4,0.5146,5,525.76,8
S040,T006,33.0,60.24,6,6,7,3,5,0.3444,3,628.82,12
S040,T007,33.0,75.73,6,8,7,4,6,0.219,2,775.38,12
S040,T008,90.0,28.22,2,4,2,0,0,0.8173,8,239.36,4
S040,T009,80.0,23.05,2,3,1,1,1,0.7937,8,228.7,4
S040,T010,80.0,29.33,4,4,3,1,1,0.709,8,365.63,7
S040,T011,82.0,19.74,2,3,2,1,0,0.8113,8,238.2,4
S040,T012,82.0,36.97,4,6,2,2,1,0.6899,6,324.25,5
S040,T013,82.0,43.41,4,5,4,2,2,0.5882,5,486.62,8
S040,T014,63.0,35.28,4,5,4,2,1,0.6503,6,354.82,7
S040,T015,63.0,51.5,5,6,5,2,2,0.5468,6,481.44,9
S040,T016,63.0,57.59,5,7,6,3,4,0.4595,5,576.2,9
S040,T017,33.0,61.77,6,7,7,3,6,0.3101,3,649.17,12
S040,T018,33.0,75.95,6,7,7,4,7,0.2077,2,783.69,12
S040,T019,33.0,75.04,7,9,8,4,8,0.164,3,816.28,13
S040,T020,90.0,14.43,2,4,1,1,0,0.9064,10,146.84,3
S040,T021,90.0,22.01,3,5,2,1,0,0.8018,8,239.3,4
S040,T022,90.0,29.6,2,2,3,1,1,0.7834,9,264.77,4
S040,T023,90.0,30.47,2,3,3,2,1,0.6957,8,392.18,5
S040,T024,90.0,33.03,3,3,3,1,1,0.7193,8,383.02,5
S040,T025,90.0,24.16,1,3,1,1,0,0.8263,8,253.04,3
S040,T026,80.0,23.33,2,3,3,1,1,0.7988,8,197.68,5
S040,T027,80.0,29.12,3,5,3,2,1,0.716,7,306.82,6
S040,T028,80.0,33.0,3,5,3,1,1,0.6924,7,372.19,6
S040,T029,80.0,37.43,4,4,3,2,1,0.6239,7,429.0,5
S040,T030,80.0,41.03,4,4,4,2,2,0.578,5,459.48,6
S041,T001,88.0,14.3,2,3,1,0,1,0.889,9,145.48,3
S041,T002,88.0,21.6,2,3,2,1,1,0.8122,9,241.85,4
S041,T003,88.0,33.89,3,5,3,2,2,0.6656,6,416.53,6
S041,T004,86.0,15.25,2,3,1,1,0,0.8827,9,140.57,4
S041,T005,86.0,26.19,2,3,2,1,0,0.7857,9,268.34,3
S041,T006,81.0,19.38,2,2,3,1,1,0.8148,9,198.69,4
S041,T007,81.0,38.76,4,4,4,2,1,0.6902,6,382.54,7
S041,T008,40.0,66.31,6,7,6,3,5,0.3031,4,698.37,11
S041,T009,59.0,45.16,5,5,4,2,2,0.619,6,380.67,9
S041,T010,59.0,45.06,4,6,5,3,3,0.5086,6,533.42,8
S041,T011,88.0,22.92,2,4,2,1,0,0.8475,8,157.91,3
S041,T012,88.0,24.95,3,4,2,1,0,0.7684,8,315.99,4
S041,T013,88.0,35.31,3,3,4,2,1,0.7001,6,360.61,7
S041,T014,86.0,26.81,2,3,1,1,1,0.821,8,229.49,3
S041,T015,86.0,29.31,2,3,2,1,1,0.7345,7,296.25,4
S041,T016,86.0,39.63,3,4,2,2,0,0.6818,7,426.95,4
S041,T017,81.0,22.5,2,2,2,1,0,0.7933,8,205.0,3
S041,T018,81.0,28.61,3,4,4,2,2,0.7064,6,324.36,7
S041,T019,81.0,44.32,4,4,4,2,2,0.6093,7,486.71,8
S041,T020,40.0,63.75,5,7,7,3,6,0.3679,4,588.58,11
S041,T021,40.0,67.75,5,5,7,3,6,0.2826,3,699.21,10
S041,T022,40.0,69.6,6,7,8,4,7,0.2987,2,687.73,13
S041,T023,40.0,77.65,7,9,8,4,8,0.1846,1,795.95,13
S041,T024,40.0,69.63,5,7,8,4,8,0.2371,3,770.68,12
S041,T025,40.0,67.3,7,7,8,3,7,0.2679,2,720.72,14
S041,T026,59.0,48.16,4,5,3,2,1,0.5665,7,447.55,7
S041,T027,59.0,49.8,5,5,5,3,3,0.4797,5,557.55,9
S041,T028,59.0,47.77,4,6,5,3,3,0.5222,5,490.98,9
S041,T029,59.0,60.37,5,7,5,2,4,0.4153,5,604.7,8
S041,T030,59.0,64.87,5,6,6,3,5,0.3592,4,702.04,10
S042,T001,43.0,61.77,5,7,5,3,4,0.4128,3,531.26,10
S042,T002,43.0,70.32,6,6,7,3,5,0.3061,4,660.92,12
S042,T003,43.0,76.83,7,8,8,4,8,0.2093,3,802.28,14
S042,T004,54.0,49.79,3,3,5,3,2,0.558,5,416.71,7
S042,T005,54.0,54.7,4,5,6,3,4,0.4313,3,586.66,9
S042,T006,34.0,57.33,6,7,6,4,4,0.3675,3,598.73,11
S042,T007,34.0,69.13,6,7,7,3,6,0.2495,3,720.81,12
S042,T008,53.0,49.82,4,4,6,3,3,0.4515,4,575.67,9
S042,T009,89.0,19.25,2,3,1,1,0,0.8809,10,141.96,3
S042,T010,89.0,25.31,2,4,3,1,0,0.8236,8,267.76,4
S042,T011,43.0,60.87,6,7,7,3,5,0.4028,3,560.09,11
S042,T012,43.0,62.08,5,6,6,3,5,0.3572,3,629.68,9
S042,T013,43.0,78.62,7,7,7,4,7,0.2219,3,805.13,12
S042,T014,54.0,47.05,5,6,4,2,2,0.5371,5,446.06,9
S042,T015,54.0,49.07,5,6,4,3,2,0.4765,5,528.07,8
S042,T016,54.0,66.29,6,7,7,4,5,0.3354,4,711.03,12
S042,T017,34.0,66.37,5,6,6,3,5,0.3641,5,579.52,10
S042,T018,34.0,75.2,7,9,7,3,6,0.2588,2,742.17,12
S042,T019,34.0,76.79,6,8,8,4,8,0.1745,2,856.21,13
S042,T020,53.0,51.93,5,6,4,2,3,0.528,5,430.99,9
S042,T021,53.0,61.1,5,7,6,3,5,0.4228,5,609.21,9
S042,T022,53.0,59.5,6,6,7,3,5,0.4256,5,583.42,11
S042,T023,53.0,66.02,6,7,8,4,7,0.3253,4,726.65,13
S042,T024,53.0,72.23,5,6,7,3,6,0.2955,2,756.44,11
S042,T025,53.0,59.08,6,6,6,3,5,0.4134,5,594.04,11
S042,T026,89.0,15.7,2,4,2,0,0,0.8702,9,169.28,3
S042,T027,89.0,18.28,2,3,2,1,1,0.8297,8,237.84,5
S042,T028,89.0,23.89,3,3,2,1,0,0.7999,8,271.77,4
S042,T029,89.0,37.45,3,4,3,2,1,0.6793,7,405.7,5
S042,T030,89.0,35.5,4,4,3,2,1,0.7231,6,336.77,7
S043,T001,46.0,59.28,4,4,5,3,4,0.4394,3,497.06,9
S043,T002,46.0,61.19,6,6,6,4,5,0.3896,4,598.68,11
S043,T003,46.0,69.83,6,8,9,4,8,0.2245,3,785.16,13
S043,T004,77.0,30.95,2,4,2,1,0,0.7874,7,237.07,3
S043,T005,77.0,39.59,4,4,3,1,1,0.6841,8,344.32,7
S043,T006,57.0,43.94,3,3,4,3,3,0.5451,6,430.3,6
S043,T007,57.0,53.95,5,5,5,3,4,0.463,6,555.76,9
S043,T008,55.0,55.58,4,4,5,2,4,0.4703,5,536.01,9
S043,T009,87.0,18.03,3,5,1,1,0,0.8657,9,175.04,3
S043,T010,87.0,27.17,3,4,2,1,1,0.751,8,301.0,5
S043,T011,46.0,59.98,4,6,5,3,3,0.4382,5,548.28,8
S043,T012,46.0,63.42,5,5,7,3,5,0.3919,4,624.16,11
S043,T013,46.0,74.21,6,7,8,4,8,0.232,2,763.88,12
S043,T014,77.0,33.47,2,2,3,2,1,0.742,7,255.97,5
S043,T015,77.0,32.12,3,3,3,2,1,0.6699,7,397.74,6
S043,T016,77.0,45.07,4,5,5,2,3,0.5413,6,499.4,8
S043,T017,57.0,46.92,3,3,4,2,2,0.5643,6,398.02,6
S043,T018,57.0,60.05,5,5,5,3,3,0.4314,5,562.05,10
S043,T019,57.0,64.25,5,7,7,3,5,0.3929,4,662.89,11
S043,T020,55.0,44.94,4,4,4,2,2,0.5666,6,394.08,7
S043,T021,55.0,53.27,5,7,7,3,5,0.4165,4,579.35,11
S043,T022,55.0,51.87,4,4,5,2,3,0.467,5,550.33,9
S043,T023,55.0,61.6,5,6,6,3,4,0.3865,4,678.91,9
S043,T024,55.0,60.42,6,6,6,3,5,0.3687,4,678.67,10
S043,T025,55.0,56.41,5,5,6,2,4,0.4263,4,602.2,10
S043,T026,87.0,20.74,2,3,0,0,0,0.8744,8,153.94,1
S043,T027,87.0,26.65,2,3,2,1,0,0.8065,8,257.49,4
S043,T028,87.0,23.65,2,2,3,1,1,0.7616,8,293.31,5
S043,T029,87.0,33.42,4,4,3,2,1,0.6697,8,426.01,6
S043,T030,87.0,39.54,4,5,3,2,1,0.663,7,428.12,6
S044,T001,90.0,13.73,1,2,1,1,0,0.8766,9,163.48,2
S044,T002,90.0,26.99,3,3,3,1,0,0.7634,7,299.19,5
S044,T003,90.0,35.83,2,4,4,1,2,0.6832,7,381.83,4
S044,T004,63.0,34.6,4,5,4,2,2,0.6461,7,321.22,7
S044,T005,63.0,47.89,4,5,4,3,2,0.5113,5,495.06,6
S044,T006,73.0,29.46,2,4,4,2,2,0.7128,7,270.86,4
S044,T007,73.0,33.65,3,5,4,2,1,0.6646,6,380.65,6
S044,T008,39.0,70.64,5,6,6,3,5,0.3018,2,705.07,11
S044,T009,48.0,53.57,4,5,5,3,3,0.4711,6,486.7,9
S044,T010,48.0,66.88,6,6,7,4,5,0.3599,3,659.91,11
S044,T011,90.0,18.46,1,1,1,1,0,0.9054,9,122.74,2
S044,T012,90.0,30.25,2,2,2,2,0,0.7838,7,291.81,4
S044,T013,90.0,27.96,3,3,4,1,2,0.7195,7,381.88,7
S044,T014,63.0,34.66,3,3,4,2,2,0.6456,7,325.16,5
S044,T015,63.0,49.53,5,6,4,3,2,0.5298,6,517.24,9
S044,T016,63.0,52.31,4,5,5,3,3,0.4475,3,596.5,8
S044,T017,73.0,30.57,3,4,3,1,1,0.7599,7,268.65,5
S044,T018,73.0,40.86,4,6,3,2,2,0.6194,7,392.27,6
S044,T019,73.0,51.89,4,5,6,2,4,0.5039,5,575.04,9
S044,T020,39.0,56.38,4,5,7,3,5,0.4269,5,552.35,9
S044,T021,39.0,73.91,6,8,7,4,6,0.2534,3,745.66,13
S044,T022,39.0,66.38,6,7,6,3,5,0.3134,2,646.14,10
S044,T023,39.0,73.79,7,7,8,4,8,0.2248,3,778.48,13
S044,T024,39.0,76.39,6,7,7,4,6,0.225,3,765.17,12
S044,T025,39.0,69.08,7,7,7,4,6,0.3167,4,670.48,13
S044,T026,48.0,56.66,5,6,6,2,4,0.4645,4,476.56,9
S044,T027,48.0,67.29,6,6,6,3,5,0.3549,3,648.07,11
S044,T028,48.0,62.91,5,6,6,3,5,0.3675,4,600.18,9
S044,T029,48.0,73.12,5,7,7,4,6,0.2656,3,749.63,11
S044,T030,48.0,62.01,6,6,7,4,6,0.3159,2,696.59,11
S045,T001,88.0,20.79,2,2,1,0,0,0.9065,9,101.58,3
S045,T002,88.0,26.04,2,3,1,1,0,0.8084,8,224.58,2
S045,T003,88.0,32.85,3,5,3,2,2,0.6545,7,428.82,5
S045,T004,65.0,36.88,3,3,2,2,1,0.6822,6,348.26,5
S045,T005,65.0,43.4,4,6,5,3,3,0.5299,5,470.53,8
S045,T006,63.0,33.74,3,4,4,1,2,0.6576,8,318.92,6
S045,T007,63.0,49.87,5,7,5,3,3,0.4919,5,524.5,8
S045,T008,75.0,36.76,4,4,3,2,1,0.6449,7,385.91,7
S045,T009,33.0,63.99,5,5,6,3,4,0.36,4,596.72,10
S045,T010,33.0,66.72,6,8,7,3,6,0.2677,3,690.47,11
S045,T011,88.0,19.23,3,3,2,1,0,0.8448,8,200.61,4
S045,T012,88.0,25.71,2,4,2,1,1,0.7784,8,286.34,4
S045,T013,88.0,42.51,3,5,3,2,2,0.6517,6,400.42,6
S045,T014,65.0,33.77,4,4,4,2,2,0.6431,6,342.61,7
S045,T015,65.0,40.98,4,5,5,2,3,0.5681,6,463.99,9
S045,T016,65.0,49.51,5,5,5,3,3,0.4617,4,593.56,9
S045,T017,63.0,39.56,4,6,3,2,1,0.6464,6,379.8,7
S045,T018,63.0,49.12,5,6,5,3,3,0.5384,6,494.05,9
S045,T019,63.0,55.68,5,6,5,3,4,0.4429,4,610.53,9
S045,T020,75.0,30.37,3,5,2,1,0,0.7847,8,236.94,4
S045,T021,75.0,32.42,3,4,3,2,1,0.6761,7,372.13,6
S045,T022,75.0,39.45,3,5,3,1,1,0.6651,6,379.6,6
S045,T023,75.0,47.56,4,4,4,2,2,0.5801,6,505.5,7
S045,T024,75.0,42.3,5,6,4,2,2,0.5674,6,525.73,9
S045,T025,75.0,41.96,3,4,5,2,2,0.6103,6,407.9,6
S045,T026,33.0,64.2,6,7,7,3,6,0.2941,3,630.9,12
S045,T027,33.0,72.44,7,8,7,4,7,0.1944,2,789.38,12
S045,T028,33.0,71.66,5,5,7,4,6,0.2428,3,717.43,11
S045,T029,33.0,80.73,7,7,8,4,9,0.1113,2,903.7,13
S045,T030,33.0,84.25,8,8,9,5,9,0.1393,1,839.07,15
S046,T001,65.0,41.22,4,4,5,1,2,0.6294,7,361.15,9
S046,T002,65.0,50.5,4,4,4,2,2,0.5457,6,497.2,6
S046,T003,65.0,51.17,4,6,5,3,3,0.4712,5,579.42,9
S046,T004,60.0,37.96,3,5,3,2,2,0.6085,6,376.99,5
S046,T005,60.0,53.9,5,5,5,3,3,0.4819,5,534.16,8
S046,T006,81.0,24.94,1,3,1,1,0,0.827,7,221.56,1
S046,T007,81.0,35.95,3,4,3,2,1,0.6883,8,360.9,6
S046,T008,39.0,67.04,5,5,6,3,5,0.3283,2,633.92,11
S046,T009,88.0,16.63,1,2,1,0,1,0.8762,8,156.42,1
S046,T010,88.0,33.69,3,5,2,2,1,0.7442,8,291.63,4
S046,T011,65.0,39.1,2,2,3,2,1,0.667,6,336.25,4
S046,T012,65.0,49.15,4,4,4,2,2,0.5527,6,470.27,7
S046,T013,65.0,59.85,5,5,5,3,4,0.4234,4,617.89,9
S046,T014,60.0,35.55,3,5,4,2,1,0.6171,7,373.13,7
S046,T015,60.0,51.41,5,6,6,3,4,0.4916,5,539.32,10
S046,T016,60.0,55.01,5,6,5,3,4,0.3924,5,620.85,10
S046,T017,81.0,23.75,3,4,2,1,0,0.7792,8,208.61,5
S046,T018,81.0,31.47,4,6,2,1,1,0.6818,8,384.52,5
S046,T019,81.0,37.35,4,5,5,2,2,0.6019,7,495.22,9
S046,T020,39.0,57.02,4,5,7,4,6,0.3736,4,570.05,10
S046,T021,39.0,71.54,7,8,7,4,6,0.2532,2,695.41,13
S046,T022,39.0,66.97,5,7,6,3,5,0.2949,3,707.22,10
S046,T023,39.0,77.65,6,8,8,4,8,0.1728,2,833.96,12
S046,T024,39.0,74.56,7,7,9,4,8,0.2099,2,814.92,13
S046,T025,39.0,60.65,5,6,6,3,5,0.3232,3,643.26,9
S046,T026,88.0,11.17,2,3,1,1,0,0.904,10,105.61,2
S046,T027,88.0,22.96,2,3,3,1,0,0.7786,8,288.34,4
S046,T028,88.0,29.04,2,3,3,1,0,0.7982,8,280.36,5
S046,T029,88.0,37.8,4,6,3,2,1,0.6821,7,384.9,6
S046,T030,88.0,41.27,4,5,3,2,1,0.6618,7,405.51,6
S047,T001,35.0,69.9,5,5,8,4,6,0.3218,3,638.28,11
S047,T002,35.0,76.72,6,7,7,4,6,0.242,2,708.29,12
S047,T003,35.0,79.39,8,8,8,4,9,0.1448,1,845.36,15
S047,T004,41.0,56.35,5,5,5,3,4,0.4442,4,502.3,9
S047,T005,41.0,66.77,5,5,6,3,5,0.3001,4,708.67,10
S047,T006,66.0,40.39,3,3,2,1,0,0.6758,7,317.58,5
S047,T007,66.0,51.33,4,4,4,2,2,0.5486,5,448.65,6
S047,T008,71.0,36.19,4,5,4,2,2,0.6438,6,412.98,7
S047,T009,44.0,58.02,5,6,5,3,4,0.4111,4,534.0,9
S047,T010,44.0,63.13,5,6,7,3,6,0.3271,3,674.31,11
S047,T011,35.0,67.08,7,8,7,3,5,0.3288,2,592.72,13
S047,T012,35.0,76.02,7,7,7,4,6,0.2218,3,756.21,12
S047,T013,35.0,79.91,7,9,9,5,10,0.1198,0,876.56,14
S047,T014,41.0,63.37,4,4,7,3,5,0.3853,5,570.29,10
S047,T015,41.0,68.77,6,7,7,3,6,0.339,4,666.94,11
S047,T016,41.0,69.12,6,7,7,4,6,0.2395,2,799.45,12
S047,T017,66.0,32.4,4,6,2,1,0,0.6966,7,298.5,5
S047,T018,66.0,51.67,5,7,4,3,2,0.5284,5,505.53,8
S047,T019,66.0,49.1,5,7,5,3,3,0.4623,5,614.89,9
S047,T020,71.0,32.19,3,4,2,1,1,0.7497,8,261.19,5
S047,T021,71.0,35.98,4,4,4,2,2,0.6431,7,416.83,8
S047,T022,71.0,44.52,4,5,3,1,1,0.6235,6,407.0,6
S047,T023,71.0,41.69,5,6,5,3,3,0.5467,6,537.43,10
S047,T024,71.0,49.3,5,7,4,2,3,0.533,5,514.17,8
S047,T025,71.0,37.12,4,5,3,1,1,0.6491,6,377.96,6
S047,T026,44.0,57.48,6,8,5,3,4,0.408,3,577.59,9
S047,T027,44.0,62.6,7,8,8,4,7,0.3078,2,657.7,14
S047,T028,44.0,57.23,4,5,7,3,5,0.3763,4,636.12,10
S047,T029,44.0,71.93,7,8,8,4,7,0.2098,2,820.09,13
S047,T030,44.0,76.1,7,7,9,4,8,0.2015,1,820.13,15
S048,T001,37.0,62.87,5,6,7,3,5,0.3906,4,584.55,10
S048,T002,37.0,66.49,6,8,8,4,6,0.2797,4,711.69,12
S048,T003,37.0,73.59,6,8,8,4,8,0.1917,1,821.34,13
S048,T004,83.0,19.17,2,4,2,1,1,0.8198,8,223.75,4
S048,T005,83.0,29.76,2,3,3,2,1,0.6993,8,364.23,5
S048,T006,45.0,54.48,5,6,5,2,4,0.4297,4,562.61,9
S048,T007,45.0,62.71,5,6,7,4,6,0.3404,4,650.59,10
S048,T008,66.0,49.65,4,4,5,3,3,0.5221,5,517.32,7
S048,T009,67.0,34.97,3,3,3,2,1,0.6511,7,333.13,6
S048,T010,67.0,42.24,5,7,4,2,2,0.5733,5,455.83,9
S048,T011,37.0,56.2,4,5,5,3,3,0.3902,5,544.0,7
S048,T012,37.0,71.79,5,6,7,3,5,0.3013,3,707.59,10
S048,T013,37.0,77.88,8,10,9,4,9,0.1448,1,869.4,16
S048,T014,83.0,22.92,2,3,0,0,0,0.8591,8,186.34,2
S048,T015,83.0,30.31,3,5,3,1,1,0.6947,7,377.89,6
S048,T016,83.0,36.03,4,4,4,2,2,0.6115,6,437.06,8
S048,T017,45.0,55.56,5,7,6,2,4,0.4653,4,488.34,9
S048,T018,45.0,63.26,6,6,6,3,5,0.3158,4,648.24,11
S048,T019,45.0,71.08,6,6,8,4,8,0.2373,3,772.96,13
S048,T020,66.0,38.94,3,5,3,1,1,0.6555,6,369.65,5
S048,T021,66.0,50.27,3,3,4,3,2,0.5419,5,494.27,6
S048,T022,66.0,50.91,4,5,4,2,2,0.5288,5,492.27,7
S048,T023,66.0,50.62,5,7,6,3,4,0.4715,5,578.01,9
S048,T024,66.0,56.33,5,6,5,3,4,0.4825,5,546.48,9
S048,T025,66.0,39.74,4,6,4,2,2,0.5752,5,478.52,8
S048,T026,67.0,41.98,3,5,4,2,2,0.6502,7,372.67,7
S048,T027,67.0,46.34,5,6,5,2,3,0.5303,5,488.13,9
S048,T028,67.0,44.75,4,6,5,2,3,0.5877,6,468.12,8
S048,T029,67.0,56.46,5,5,5,3,4,0.4604,5,590.61,9
S048,T030,67.0,48.06,5,5,5,3,3,0.475,5,574.28,9
S049,T001,55.0,46.14,5,7,5,3,3,0.5182,5,435.33,10
S049,T002,55.0,53.78,6,8,6,2,4,0.4427,4,547.88,11
S049,T003,55.0,59.04,5,7,7,3,5,0.3733,4,642.73,11
S049,T004,65.0,34.89,3,3,4,1,2,0.6841,7,302.28,5
S049,T005,65.0,49.72,5,6,4,2,2,0.5657,6,463.45,8
S049,T006,61.0,35.28,3,3,4,2,1,0.6358,7,357.23,6
S049,T007,61.0,50.13,4,6,5,3,3,0.4808,4,542.56,7
S049,T008,86.0,29.1,2,2,1,1,0,0.7921,7,261.94,2
S049,T009,42.0,60.4,5,6,6,3,5,0.3859,4,575.32,11
S049,T010,42.0,67.83,6,8,7,3,6,0.3546,4,640.59,13
S049,T011,55.0,49.09,4,5,4,2,2,0.544,4,453.92,7
S049,T012,55.0,59.6,5,5,6,3,4,0.44,5,549.75,11
S049,T013,55.0,66.06,6,8,7,3,6,0.3191,3,711.15,11
S049,T014,65.0,30.81,3,5,3,2,1,0.6826,6,321.26,5
S049,T015,65.0,48.95,5,5,4,2,2,0.5539,6,452.4,8
S049,T016,65.0,53.51,4,6,6,3,3,0.46,6,599.89,8
S049,T017,61.0,46.56,3,3,5,2,3,0.5726,5,388.27,7
S049,T018,61.0,51.55,4,6,4,2,3,0.521,5,499.52,8
S049,T019,61.0,52.61,5,7,5,3,3,0.4299,5,639.46,10
S049,T020,86.0,21.44,1,1,2,1,0,0.8409,8,209.88,2
S049,T021,86.0,26.28,3,3,2,1,0,0.7811,7,248.75,5
S049,T022,86.0,26.08,2,4,2,1,0,0.7909,8,262.08,3
S049,T023,86.0,37.39,3,3,5,1,2,0.6319,6,423.06,7
S049,T024,86.0,40.1,2,3,2,2,1,0.6642,7,418.92,4
S049,T025,86.0,27.94,3,5,4,1,2,0.7214,8,300.49,7
S049,T026,42.0,49.87,4,6,5,3,3,0.4492,4,525.7,9
S049,T027,42.0,70.18,7,8,8,3,7,0.2942,3,671.19,13
S049,T028,42.0,64.26,6,6,7,3,6,0.2994,3,689.81,12
S049,T029,42.0,77.15,6,6,9,4,9,0.2126,2,819.98,12
S049,T030,42.0,75.99,6,7,8,4,7,0.2569,2,755.06,13
S050,T001,73.0,27.89,3,3,2,1,1,0.7506,7,264.59,4
S050,T002,73.0,34.76,4,6,3,2,1,0.6592,7,367.08,7
S050,T003,73.0,47.92,5,5,5,2,3,0.5304,6,509.85,9
S050,T004,44.0,54.26,5,7,4,2,3,0.4778,5,467.32,8
S050,T005,44.0,65.1,5,6,6,3,5,0.3733,4,600.01,10
S050,T006,54.0,47.89,3,5,5,2,3,0.5645,6,422.86,6
S050,T007,54.0,59.96,5,5,6,3,4,0.4475,4,532.01,9
S050,T008,70.0,49.79,3,5,5,3,3,0.5661,7,434.49,8
S050,T009,48.0,53.51,5,7,6,2,3,0.5023,4,502.87,9
S050,T010,48.0,60.69,4,4,7,3,5,0.4023,4,588.08,10
S050,T011,73.0,24.42,3,5,2,1,1,0.7483,7,271.17,4
S050,T012,73.0,41.17,3,3,3,2,1,0.6534,7,393.0,5
S050,T013,73.0,51.93,4,6,5,3,3,0.5134,4,538.06,8
S050,T014,44.0,50.97,5,7,5,2,3,0.4753,4,470.58,8
S050,T015,44.0,65.72,6,6,6,3,5,0.3597,4,642.1,10
S050,T016,44.0,68.61,6,7,9,4,8,0.2394,2,791.3,14
S050,T017,54.0,47.96,5,5,4,2,2,0.5751,6,386.46,7
S050,T018,54.0,60.63,5,6,7,3,5,0.4123,4,574.77,10
S050,T019,54.0,63.82,6,7,7,4,6,0.3344,4,699.46,12
S050,T020,70.0,34.17,3,4,3,1,0,0.7387,7,242.39,5
S050,T021,70.0,44.37,4,5,5,2,3,0.5755,5,445.25,8
S050,T022,70.0,42.28,3,3,4,2,2,0.6092,6,395.06,6
S050,T023,70.0,48.62,5,6,5,3,3,0.5166,6,526.2,9
S050,T024,70.0,53.53,5,7,5,3,3,0.5078,6,557.75,9
S050,T025,70.0,44.13,4,6,4,2,2,0.6208,6,400.09,7
S050,T026,48.0,55.71,6,6,5,2,3,0.4707,5,523.12,11
S050,T027,48.0,55.5,6,6,5,3,4,0.4085,5,609.57,10
S050,T028,48.0,60.0,6,6,6,4,5,0.3851,3,606.53,11
S050,T029,48.0,70.93,5,6,6,3,5,0.3178,3,693.57,9
S050,T030,48.0,72.07,7,9,7,3,6,0.293,4,746.37,14
S051,T001,49.0,51.07,5,6,6,2,3,0.5162,5,467.8,10
S051,T002,49.0,59.09,4,6,6,3,4,0.4179,4,560.38,9
S051,T003,49.0,71.13,6,6,6,4,5,0.2776,2,755.2,10
S051,T004,75.0,29.47,3,3,2,1,0,0.7523,8,245.0,4
S051,T005,75.0,40.21,4,4,4,1,2,0.6507,7,356.94,7
